icao24,split,pairCount,sessionCount,assignmentOrder,datasetVariantID,policyVersion
A173A8,train,296,1,481,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A17B40,train,729,2,482,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A17EA8,train,222,1,483,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A17ECD,validation,375,4,484,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A18284,test,35,1,485,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A18403,train,9,1,486,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A18421,train,270,3,487,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1863B,train,46,2,488,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1884B,validation,53,2,489,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1946C,test,620,1,490,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A195C4,train,62,1,491,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A19691,train,2,1,492,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A19A48,train,1619,8,493,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A19B2F,validation,462,3,494,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A19DFF,test,1424,7,495,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1A110,train,169,1,496,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1A117,train,859,2,497,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1A1B6,train,37,1,498,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1A56D,validation,78,1,499,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1A924,test,249,1,500,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1AA10,train,89,1,501,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1AC1A,train,5,1,502,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1ACDB,train,827,3,503,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1AE0D,validation,41,1,504,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1B247,test,230,2,505,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1B449,train,286,2,506,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1B8C4,train,75,1,507,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1BA59,train,340,3,508,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1BAF1,validation,1100,2,509,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1BC92,test,71,3,510,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1BD6A,train,249,1,511,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1BE10,train,278,4,512,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1BE79,train,237,1,513,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1BF3A,validation,2,1,514,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1C08B,test,32,1,515,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1C2F1,train,24,1,516,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1C7C1,train,317,1,517,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1C7E4,train,127,2,518,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1C935,validation,871,7,519,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1CB05,test,578,4,520,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1CCE1,train,588,1,521,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1CCEC,train,527,3,522,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1CE54,train,754,3,523,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1CE99,validation,448,3,524,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1CF48,test,765,5,525,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1CF6B,train,292,1,526,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1CFDC,train,168,3,527,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1D18F,train,338,3,528,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1D1D0,validation,370,2,529,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1D2DC,test,424,2,530,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1D368,train,256,2,531,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1D3BF,train,523,2,532,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1D3D1,train,17,2,533,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1D44E,validation,137,2,534,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1D45A,test,1306,7,535,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1D811,train,102,2,536,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1D8FD,train,10,1,537,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1D93B,train,135,1,538,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1D99B,validation,128,2,539,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1DA20,test,126,3,540,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1DAB3,train,424,2,541,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1DC60,train,171,2,542,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1DD2D,train,64,2,543,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1DDBB,validation,369,4,544,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1DFCF,test,16,1,545,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1DFEB,train,48,2,546,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1E1D8,train,340,3,547,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1E411,train,193,3,548,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1E58F,validation,416,3,549,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1E946,test,378,2,550,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1E99F,train,329,6,551,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1EC57,train,266,2,552,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1ECB9,train,375,3,553,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1ECFD,validation,356,5,554,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1F0B4,test,1354,5,555,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1F1A0,train,35,1,556,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1F46B,train,808,5,557,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1F595,train,6,1,558,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1F822,validation,84,3,559,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1F86C,test,253,1,560,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1FB33,train,21,2,561,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1FBD9,train,1783,9,562,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A1FF90,train,512,5,563,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2008F,validation,52,1,564,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A202A1,test,179,1,565,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A20347,train,1696,8,566,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A20D0E,train,533,7,567,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A20DE7,train,11,1,568,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A211EF,validation,119,1,569,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2147C,test,267,2,570,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A21679,train,3,1,571,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A21799,train,113,1,572,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A21833,train,189,4,573,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A21839,validation,89,1,574,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A21BA0,test,312,1,575,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A21BEA,train,262,2,576,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A21DC4,train,31,1,577,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A21EFB,train,110,1,578,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A21FA1,validation,287,2,579,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2228B,test,92,1,580,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A222B2,train,852,4,581,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A22358,train,555,6,582,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A22642,train,118,1,583,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2270F,validation,701,6,584,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A22768,test,386,4,585,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A22900,train,942,2,586,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A22AC6,train,613,3,587,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A23030,train,7,1,588,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A230D6,validation,68,1,589,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A23138,test,342,1,590,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2348D,train,1101,7,591,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A23844,train,655,4,592,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A23A7D,train,40,1,593,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A23ACE,validation,848,1,594,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A23E5A,test,225,1,595,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A23ECF,train,1963,8,596,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A23F0E,train,140,1,597,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A23FB2,train,310,3,598,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2400B,validation,58,1,599,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A240DC,test,213,1,600,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A24369,train,856,5,601,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A243DC,train,8,1,602,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2454F,train,8,1,603,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2463C,validation,3,1,604,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2467A,test,234,2,605,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A24720,train,622,5,606,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A24770,train,225,1,607,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2477A,train,15,1,608,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A248F9,validation,57,1,609,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A24A0A,test,266,1,610,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A24AA7,train,40,1,611,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A24DC1,train,185,1,612,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A24EF7,train,356,1,613,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2563F,validation,6,1,614,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A257E2,test,3,1,615,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A26025,train,286,2,616,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A26115,train,641,1,617,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A262D4,train,3,1,618,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2668B,validation,23,1,619,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A26DFB,test,28,1,620,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A26EC9,train,61,1,621,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A26F01,train,562,2,622,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A26F08,train,468,1,623,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A26F42,validation,921,3,624,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A27088,test,705,6,625,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A271D5,train,30,1,626,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A272BF,train,474,2,627,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2733D,train,92,2,628,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A27406,validation,740,2,629,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A27A26,test,62,1,630,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A282E5,train,412,1,631,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A28434,train,191,2,632,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A28545,train,39,1,633,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A28A2C,validation,411,2,634,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A28AB5,test,61,1,635,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A28B52,train,1409,7,636,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A28E0B,train,25,1,637,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A28F12,train,18,1,638,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A29184,validation,23,1,639,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2919A,test,17,1,640,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A291D7,train,95,1,641,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2941C,train,318,3,642,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2957A,train,228,6,643,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2992F,validation,51,1,644,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A29931,test,114,2,645,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A29991,train,24,1,646,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A29A2E,train,731,9,647,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2A3AB,train,520,2,648,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2A41E,validation,75,1,649,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2A439,test,174,1,650,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2A5D5,train,1271,7,651,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2A5DC,train,2,1,652,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2A682,train,108,1,653,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2A686,validation,265,1,654,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2A68C,test,44,1,655,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2A77B,train,181,1,656,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2AD1A,train,443,1,657,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2AE6A,train,2,1,658,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2B136,validation,132,1,659,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2B7F5,test,502,2,660,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2B83B,train,44,1,661,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2B8FE,train,71,1,662,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2BA3F,train,324,3,663,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2BBA8,validation,277,2,664,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2BDF6,test,11,2,665,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2C0FF,train,344,2,666,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2C1BD,train,141,2,667,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2CB32,train,296,3,668,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2CF40,validation,8,1,669,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2CF48,test,13,1,670,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2CFB0,train,17,1,671,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2D695,train,272,1,672,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2E045,train,20,1,673,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2E1AB,validation,36,1,674,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2ECF3,test,274,1,675,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2FA4D,train,133,1,676,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2FA4E,train,30,5,677,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A2FB32,train,4,1,678,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3016E,validation,713,1,679,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A304D8,test,381,2,680,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3088F,train,182,1,681,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A308E1,train,1,1,682,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A30A0E,train,13,1,683,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3183E,validation,81,1,684,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A32095,test,149,1,685,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3230F,train,296,1,686,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A32370,train,2776,6,687,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3244C,train,351,1,688,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A32718,validation,21,1,689,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A32753,test,136,1,690,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A32803,train,440,2,691,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3293E,train,111,2,692,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3298A,train,574,4,693,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A32B44,validation,53,1,694,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A32BBA,test,144,3,695,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A32E86,train,23,1,696,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A32F71,train,55,1,697,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3311B,train,997,7,698,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A331CB,validation,424,2,699,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A33243,test,461,3,700,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3355E,train,16,1,701,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3362F,train,8,1,702,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A336DF,train,262,1,703,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3376C,validation,237,1,704,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A337B9,test,367,1,705,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A33843,train,789,5,706,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A339B4,train,113,1,707,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A33A55,train,709,5,708,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A33A93,validation,136,1,709,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A34764,test,249,2,710,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A34978,train,289,1,711,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A349BE,train,496,5,712,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A34AB3,train,897,4,713,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A34AE0,validation,54,2,714,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A34C64,test,202,1,715,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A34D2F,train,3,1,716,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A34D52,train,721,7,717,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A34E01,train,677,7,718,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A34E9D,validation,884,2,719,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A350C3,test,1164,5,720,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A35109,train,723,2,721,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3514F,train,989,2,722,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3524E,train,315,1,723,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A35254,validation,814,2,724,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A35373,test,540,1,725,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3549D,train,816,5,726,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3556F,train,266,2,727,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A356DB,train,10,1,728,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3572C,validation,243,1,729,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A35854,test,438,4,730,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A358BD,train,1019,4,731,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A35949,train,691,3,732,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A359DE,train,100,1,733,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A35D79,validation,300,1,734,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A35FC2,test,110,1,735,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A36165,train,17,1,736,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A362A9,train,589,2,737,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A364EA,train,393,4,738,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A36799,validation,287,3,739,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A36825,test,272,1,740,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A36898,train,1,1,741,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A36B2D,train,166,1,742,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A36B50,train,340,2,743,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A36B73,validation,3,1,744,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A36EA8,test,189,2,745,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A36EAE,train,480,1,746,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A37032,train,356,1,747,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3711A,train,469,3,748,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3725A,validation,7,1,749,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A373E2,test,55,1,750,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A37517,train,383,2,751,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A37616,train,283,3,752,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A37644,train,25,1,753,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3772D,validation,432,2,754,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3778E,test,28,1,755,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A37842,train,123,1,756,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A3795A,train,180,2,757,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A379D3,train,99,2,758,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A37A4F,validation,885,2,759,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A37A62,test,202,1,760,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A37A96,train,555,2,761,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A37AE4,train,488,1,762,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A37D8A,train,278,1,763,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A37EB0,validation,382,1,764,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A37F8D,test,355,3,765,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A37FB0,train,71,2,766,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
